Date,Time,T,Per,Dec,Score,Point,W,Cloud,AMCO,AMCR,AMGO,AMRO,BAEA,BEKI,BGGN,BHCO,BHNU,BLHE,BLJA,BRCR,BRTH,BUFF,CACH,CAGO,CAWR,CEWA,CHSP,COGR,COHA,DCCO,DEJU,DOWO,EABL,EATO,EUST,FICR,GREG,HAWO,HETH,HOFI,HOGR,HOME,HOSP,HOWR,LAGU,MALL,MODO,NOCA,NOFL,NOMO,OSPR,PIWA,PIWO,RBGU,RBNU,RBWO,RCKI,RTHA,RWBL,SOSP,SWSP,TUTI,TUVU,WTSP,YBSA,YCNH,YRWA,s.AMCR,s.AMGO,s.AMRO,s.BEKI,s.BGGN,s.BHCO,s.BHNU,s.BRCR,s.BRTH,s.BLJA,s.CACH,s.CAGO,s.CAWR,s.CEWA,s.CHSP,s.COGR,s.DEJU,s.EATO,s.EUST,s.FICR,s.HETH,s.HOFI,s.HOSP,s.HOWR,s.LAGU,s.MODO,s.NOCA,s.NOFL,s.NOMO,s.PIWA,s.RBNU,s.RBWO,s.RCKI,s.RWBL,s.SOSP,s.TUTI,s.WTSP,s.YRWA,,Rise,Set
2021-04-03,8:55,0.17,m,4,8,w2,0,0,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,6:47,19:29
2021-04-03,9:00,0.17,m,4,8,w3,0,0,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,1,2,,,,,,,1,,,,,,6:47,19:29
2021-04-03,9:20,0.20,m,4,8,w1,0,0,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,2,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,2,,,,2,,,6:47,19:29
2021-04-07,17:05,0.81,e,4,9,h4,0,0,,,,2,,,,,1,,,,,,,,1,,,1,,,,,,,2,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,1,,,1,,,1,,,,,,,1,3,,,,,,,,,,,,,6:43,19:32
2021-04-07,17:20,0.83,e,4,9,h3,0,0,,,,,,,,,,,2,,,,1,,1,1,,,,,,,,,4,,,,,2,,,4,,,,2,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,1,,1,1,,,,,3,,,2,1,,,1,,,1,,,,,,1,,,,,6:43,19:32
2021-04-07,17:40,0.85,e,4,9,h2,0,0,,1,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,6:43,19:32
2021-04-07,17:50,0.87,e,4,9,h1,0,0,,1,,,,,,,1,,,,,1,1,,,,,2,,,,,,1,,1,,,,,,,,,,,,3,,,,1,,,,,,,,,,2,,2,,,,1,,,,,,1,,,,1,,,,,2,,1,,1,,,,,,,3,,,1,,,,,,2,,,,6:43,19:32
2021-04-08,7:55,0.10,m,4,10,h4,6,0.1,,1,,1,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,2,,,,,,,,,2,,,,,1,,,2,,,,,,,,,,,,,6:40,19:33
2021-04-08,8:10,0.12,m,4,10,h3,0,0.1,,,,1,,,,,1,,,,,,1,,1,,,,,,,,,1,2,,,,,1,,,3,,,,,3,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,1,,,,,1,2,,,1,,,,,1,,1,,,,,,1,,,,,6:40,19:33
2021-04-08,8:25,0.14,m,4,10,h2,0,0.1,,1,,2,,,,1,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,1,,,,,1,,,,,,,,1,,1,,,,,,,,,,,6:40,19:33
2021-04-08,8:35,0.15,m,4,10,h1,0,0.1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,1,,,1,,,,,,1,,,,6:40,19:33
2021-04-08,10:15,0.28,n,4,10,w6,0,0.3,,,1,2,,,,,,,2,,,,1,,,,,3,,1,,,,,7,,,,,1,,,,,,,,2,,1,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,2,,,,,,,,,2,,,1,,,,,1,,1,,,,,1,,,,,,6:40,19:33
2021-04-08,10:25,0.29,n,4,10,w5,1,0.4,,,,,,,,,,,1,,,,,,2,,,,,,,,,,3,,,,,,,,,,,,1,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,2,,,,,,2,,,,,,,,1,,,,,,,,1,,,,,6:40,19:33
2021-04-08,10:40,0.31,n,4,10,w4,0,0.4,,,1,6,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,1,,,,,,,,1,,,6:40,19:33
2021-04-08,10:50,0.32,n,4,10,w2,0,0.3,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,2,,,,,,1,1,,,,,,6:40,19:33
2021-04-08,10:55,0.33,n,4,10,w3,0,0.2,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,2,,,1,,,,,,,,1,,6:40,19:33
2021-04-08,11:10,0.35,n,4,10,w1,0,0.2,,,,1,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,1,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,,,,1,,,1,,,1,,,6:40,19:33
